tool_id,num_jobs,avg_runtime_seconds,median_runtime_seconds,p95_runtime_seconds,avg_allocated_memory_gb,median_allocated_memory_gb,p95_allocated_memory_gb,avg_job_cost,median_job_cost,p95_job_cost,avg_input_size_mb,median_input_size_mb,p95_input_size_mb
newick_display,7744,24,10,59,7.3,7.7,7.7,0.00039,0.00017,0.00097,1.0,1.0,1.0
nextclade,6049,130,18,171,7.6,7.7,7.7,0.00221,0.00031,0.00290,37.4,1.0,1.0
ngsutils_bam_filter,6612,472,136,1975,7.4,7.7,7.7,0.00777,0.00226,0.03275,1584.5,482.5,6154.0
nonpareil,49,890,281,3304,28.1,29.9,30.7,0.08258,0.02473,0.40284,2363.8,2769.0,7553.0
obisindicators,1,131,131,131,3.8,3.8,3.8,0.00161,0.00161,0.00161,1.0,1.0,1.0
ococo,701,319,21,1266,7.6,7.7,7.7,0.00542,0.00036,0.02155,1912.9,194.0,9096.0
openbabel_addh,87,27,13,78,7.6,7.7,7.7,0.00046,0.00022,0.00132,1.0,1.0,1.0
openbabel_change_title,1,20,20,20,7.7,7.7,7.7,0.00034,0.00034,0.00034,5.0,5.0,5.0
openbabel_compound_convert,3080,253,12,108,7.5,7.7,7.7,0.00415,0.00020,0.00184,8.4,1.0,1.0
openbabel_filter,5,81,50,234,5.7,7.7,7.7,0.00126,0.00056,0.00392,72.4,10.0,175.0
openbabel_genprop,2,138,138,250,7.7,7.7,7.7,0.00235,0.00235,0.00427,4.0,4.0,6.7
openbabel_multi_obgrep,1,162,162,162,30.7,30.7,30.7,0.01425,0.01425,0.01425,1246.0,1246.0,1246.0
openbabel_remduplicates,92,65,10,407,7.7,7.7,7.7,0.00111,0.00017,0.00693,111.3,1.0,765.5
openbabel_remions,1,9,9,9,7.7,7.7,7.7,0.00015,0.00015,0.00015,1.0,1.0,1.0
openbabel_remsmall,1,6,6,6,7.5,7.5,7.5,0.00010,0.00010,0.00010,1.0,1.0,1.0
openbabel_svg_depiction,42,63,12,397,7.1,7.7,7.7,0.00094,0.00020,0.00676,1.2,1.0,1.0
orfipy,1240,402,11,1546,29.6,30.7,30.7,0.03406,0.00097,0.11192,103.4,3.0,686.0
padel,3,157,116,294,7.7,7.7,7.7,0.00267,0.00197,0.00500,1.0,1.0,1.0
pandas_rolling_window,23,41,22,115,6.8,7.7,7.7,0.00065,0.00037,0.00194,12.2,1.0,43.5
pangolin,5236,99,46,237,13.4,7.7,30.7,0.00433,0.00097,0.00772,7.0,1.0,5.0
param_value_from_file,11628,21,14,25,7.5,7.7,7.7,0.00034,0.00024,0.00041,1.1,1.0,1.0
parmconv,11,120,114,183,6.6,7.7,7.7,0.00193,0.00194,0.00312,3.3,4.0,4.0
parse_mito_blast,12,79,43,245,7.7,7.7,7.7,0.00134,0.00073,0.00417,6.9,1.0,33.5
partialrsq,4,11,11,12,4.3,3.3,7.1,0.00014,0.00014,0.00018,1.0,1.0,1.0
paste1,7035,25,11,84,7.6,7.7,7.7,0.00043,0.00019,0.00143,210.3,1.0,837.3
pathview,2942,445,42,3609,7.5,7.7,7.7,0.00744,0.00071,0.05972,1.1,1.0,2.0
pca1,714,55,18,128,7.6,7.7,7.7,0.00088,0.00031,0.00209,7.2,2.0,16.0
pe_histogram,3941,196,76,467,7.4,7.7,7.7,0.00323,0.00128,0.00759,1511.0,829.0,4898.0
peakcalling_sicer,231,3760,2577,11005,7.4,7.7,7.7,0.06399,0.04386,0.18730,2361.5,1612.0,7896.5
pep_pointer,4,136,132,181,5.2,5.2,7.7,0.00180,0.00178,0.00201,232.3,36.0,733.0
peptide_genomic_coordinate,2,22,22,31,7.7,7.7,7.7,0.00037,0.00037,0.00052,110.5,110.5,112.8
peptide_shaker,117,278,93,578,27.6,29.9,30.7,0.02561,0.00807,0.06035,236.3,70.0,965.4
pesortedsam2readprofile,4,12,6,32,3.4,3.4,3.8,0.00015,0.00007,0.00039,1.0,1.0,1.0
pfamscan,135,4360,116,24252,7.2,7.7,7.7,0.07142,0.00197,0.32543,487.3,23.0,2044.0
pharmcat,131,1883,1267,4100,6.9,7.7,7.7,0.03071,0.02027,0.06978,371.5,1.0,1848.0
phylorelatives,1,30,30,30,2.8,2.8,2.8,0.00033,0.00033,0.00033,1.0,1.0,1.0
picard_addcommentstobam,8,37,15,111,5.8,5.8,8.1,0.00080,0.00022,0.00266,785.6,65.0,3048.5
picard_addorreplacereadgroups,10620,184,28,597,7.8,7.7,7.7,0.00320,0.00049,0.01050,426.5,14.0,1579.0
picard_artifact_metrics,182,284,151,653,7.7,7.7,7.7,0.00535,0.00261,0.01278,2468.5,1230.0,5340.0
picard_bedtointervallist,325,54,21,187,7.7,7.7,7.7,0.00096,0.00036,0.00337,438.5,7.0,2538.0
picard_casm,3299,213,90,714,7.7,7.7,7.7,0.00370,0.00153,0.01300,940.7,363.0,3507.0
picard_cleansam,2996,237,28,1169,7.8,7.7,7.7,0.00416,0.00048,0.01996,744.5,31.0,3772.5
picard_collectbasedistributionbycycle,109,103,20,578,7.7,7.7,7.7,0.00176,0.00034,0.00984,343.3,1.0,1799.4
picard_collectgcbiasmetrics,94,451,300,1092,7.7,7.7,7.7,0.00767,0.00510,0.01858,2864.6,758.5,8615.0
picard_collecthsmetrics,371,299,123,1185,7.7,7.7,8.3,0.00547,0.00223,0.02083,1285.7,270.0,4925.5
picard_collectinsertsizemetrics,13772,130,41,402,8.0,7.7,12.3,0.00229,0.00073,0.00716,639.2,339.0,2583.8
picard_collectrnaseqmetrics,484,849,446,2579,7.8,7.7,7.7,0.01458,0.00812,0.04389,3468.1,2468.0,10232.1
picard_collectwgsmetrics,175,2438,132,17586,7.7,7.7,7.7,0.04296,0.00225,0.29930,7063.6,83.0,48333.2
picard_downsamplesam,2155,196,54,698,7.7,7.7,7.7,0.00345,0.00092,0.01195,925.4,90.0,3954.6
picard_estimatelibrarycomplexity,291,3313,158,22018,7.7,7.7,7.7,0.06091,0.00269,0.39721,4787.0,938.0,38754.0
picard_fastqtosam,2163,427,62,1483,8.0,7.7,12.3,0.00814,0.00106,0.03055,2402.9,399.0,9983.6
picard_filtersamreads,451,1226,911,3374,8.0,7.7,12.3,0.02150,0.01605,0.05750,2822.9,1390.0,8657.0
picard_fixmateinformation,312,3373,595,9725,7.7,7.7,7.7,0.05902,0.01013,0.16552,7430.7,1737.0,15891.0
picard_markduplicates,75663,795,168,3576,7.8,7.7,7.7,0.01385,0.00293,0.06204,1008.2,159.0,4323.9
picard_markduplicateswithmatecigar,1193,437,43,2392,7.7,7.7,7.7,0.00751,0.00073,0.04106,958.9,32.0,5960.8
picard_meanqualitybycycle,12,77,34,255,7.7,7.7,7.7,0.00131,0.00057,0.00435,589.3,108.5,2694.5
picard_mergebamalignment,231,862,919,1382,7.7,7.7,7.7,0.01519,0.01564,0.03033,2433.5,2005.0,6917.0
picard_mergesamfiles,7208,1579,456,6435,7.8,7.7,7.7,0.02750,0.00800,0.11179,4000.4,1434.5,16568.4
picard_normalizefasta,3623,53,14,165,7.8,7.7,7.7,0.00091,0.00024,0.00284,430.3,1.0,1622.0
picard_qualityscoredistribution,98,195,30,670,7.7,7.7,7.7,0.00334,0.00051,0.01140,2129.9,19.0,9900.4
picard_reordersam,794,240,76,486,7.7,7.7,7.7,0.00408,0.00129,0.00827,526.7,95.0,235.8
picard_replacesamheader,10,157,84,509,7.6,7.7,7.7,0.00267,0.00143,0.00866,1370.3,614.0,5142.5
picard_revertoriginalbasequalitiesandaddmatecigar,8,183,15,878,7.7,7.7,7.7,0.00311,0.00026,0.01494,1433.8,482.0,4689.6
picard_revertsam,23,1139,171,4609,7.7,7.7,7.7,0.01939,0.00291,0.07845,8077.8,1103.0,22911.5
picard_samtofastq,6777,316,28,1432,7.8,7.7,7.7,0.00565,0.00049,0.02550,685.3,48.0,3252.0
picard_sortsam,11959,612,197,2553,7.7,7.7,7.7,0.01067,0.00339,0.04409,1261.6,256.0,5167.3
picard_validatesamfile,792,726,21,4347,7.6,7.7,7.7,0.01236,0.00036,0.07398,3568.2,118.5,16575.7
pick_value,27,36,20,86,6.0,7.7,7.7,0.00048,0.00034,0.00101,5.5,1.0,38.0
pileometh,869,86,36,325,29.7,30.7,30.7,0.00726,0.00303,0.02777,1976.4,120.0,8432.2
pileup_interval,328,85,11,231,7.3,7.7,7.7,0.00135,0.00019,0.00278,1327.6,38.5,714.7
pileup_parser,4159,1479,15,9578,7.6,7.7,7.7,0.02492,0.00026,0.16034,2912.4,2.0,13939.7
pilon,2431,973,159,3656,30.5,30.7,32.8,0.08748,0.01346,0.34133,1932.0,348.0,6904.5
pipelign,74,1347,76,2546,28.7,30.7,30.7,0.12165,0.00647,0.22403,2.2,1.0,10.4
pizzly,349,444,156,691,7.6,7.7,7.7,0.00755,0.00266,0.01175,1570.8,1713.0,2135.0
plant_tribes_assembly_post_processor,425,420,124,1465,29.7,30.0,30.7,0.03563,0.01263,0.11496,109.5,30.0,362.0
plant_tribes_gene_family_aligner,19,3785,118,19536,28.9,30.0,30.7,0.33457,0.01439,1.71906,2.1,1.0,4.2
plant_tribes_gene_family_classifier,177,20507,2132,91740,30.4,30.7,30.7,1.79660,0.18760,8.07251,8.4,1.0,34.4
plant_tribes_gene_family_integrator,16,121,14,475,7.6,7.7,7.7,0.00206,0.00025,0.00808,4.8,1.0,22.8
plant_tribes_gene_family_phylogeny_builder,36,7972,220,37378,28.8,30.0,30.7,0.71536,0.02366,3.28897,2.3,1.0,15.0
plant_tribes_kaks_analysis,337,3708,26,17867,30.0,30.7,30.7,0.37453,0.00220,1.66151,41.8,4.0,190.0
plasflow,1064,94,38,299,7.1,7.7,7.7,0.00153,0.00065,0.00478,8.4,5.0,38.9
plot_for_lda_output1,2,104,104,187,3.3,3.3,3.8,0.00116,0.00116,0.00208,1.0,1.0,1.0
plotdexseq,461,211,65,593,7.3,7.7,7.7,0.00352,0.00107,0.01009,57.5,57.0,86.0
plotly_ml_performance_plots,426,48,19,143,7.4,7.7,7.7,0.00081,0.00032,0.00241,1.2,1.0,2.0
plotly_parallel_coordinates_plot,347,64,26,186,7.6,7.7,7.7,0.00109,0.00043,0.00317,1.2,1.0,1.0
plotly_regression_performance_plots,170,153,25,445,7.4,7.7,7.7,0.00260,0.00043,0.00758,51.1,1.0,139.0
poisson2test,4,10,10,13,3.3,3.3,3.8,0.00011,0.00012,0.00014,1.0,1.0,1.0
porechop,45772,505,159,1575,17.4,15.4,41.0,0.01394,0.00439,0.04236,60.8,7.0,165.0
poretools_events,1244,20,12,89,10.6,11.7,11.7,0.00040,0.00026,0.00154,85.6,46.0,141.0
poretools_extract,7324,51,12,167,9.4,7.7,11.7,0.00097,0.00022,0.00332,181.8,46.0,264.0
poretools_hist,2884,46,18,84,7.8,7.7,7.7,0.00080,0.00031,0.00148,102.2,19.0,143.1
poretools_nucdist,245,20,13,49,7.7,7.7,7.7,0.00035,0.00022,0.00088,122.1,52.0,380.0
poretools_occupancy,38,46,31,118,6.9,7.7,7.7,0.00077,0.00051,0.00201,486.7,1.0,95.3
poretools_qualdist,647,24,13,72,7.7,7.7,7.7,0.00042,0.00022,0.00123,287.0,46.0,578.4
poretools_qualpos,1261,26,16,54,7.7,7.7,7.7,0.00044,0.00027,0.00092,127.7,46.0,139.0
poretools_squiggle,1208,34,18,42,7.7,7.7,7.7,0.00058,0.00031,0.00070,115.7,47.0,231.7
poretools_stats,2324,68,13,60,7.7,7.7,7.7,0.00116,0.00022,0.00102,217.8,53.0,252.0
poretools_tabular,6167,27,12,88,8.9,7.7,11.7,0.00049,0.00022,0.00152,119.2,45.0,242.0
poretools_times,20,130,14,149,6.0,5.8,7.9,0.00216,0.00022,0.00237,1280.8,1.0,1337.3
poretools_winner,303,249,14,1044,7.7,7.7,7.7,0.00423,0.00024,0.01777,456.7,129.0,1352.0
poretools_yield_plot,5,22,20,29,4.6,3.8,6.9,0.00029,0.00028,0.00036,1.0,1.0,1.0
precheck,183,331,256,981,7.7,7.7,7.7,0.00564,0.00436,0.01669,7609.7,6771.0,18168.7
predict_pipeline,174,217,22,159,7.7,7.7,7.7,0.00370,0.00037,0.00270,689.6,2.0,3759.1
prepare_box,485,33,13,135,7.6,7.7,7.7,0.00055,0.00022,0.00229,1.1,1.0,1.0
prepare_ligand,102,34,12,69,7.0,7.7,7.7,0.00055,0.00020,0.00117,2.5,1.0,2.9
prepare_ligands_for_docking,6069,114,9,24,7.6,7.7,7.7,0.00194,0.00015,0.00041,2.3,1.0,1.0
prepare_receptor,592,38,20,101,7.2,7.7,7.7,0.00062,0.00032,0.00172,1.1,1.0,2.0
presto_alignsets,27,52,21,100,27.5,30.7,30.7,0.00460,0.00150,0.00836,537.9,8.0,1839.3
presto_assemblepairs,1362,3336,472,15507,29.7,30.1,30.7,0.28561,0.04248,1.14990,972.4,61.0,1663.0
presto_buildconsensus,1769,837,310,3763,30.0,30.7,30.7,0.07361,0.03030,0.30776,509.6,234.0,2643.0
presto_collapseseq,837,63,28,179,7.6,7.7,7.7,0.00107,0.00047,0.00306,66.1,29.0,267.0
presto_filterseq,3107,679,150,1831,29.8,30.1,30.7,0.04230,0.01320,0.15248,665.7,299.0,2715.0
presto_maskprimers,3251,779,191,2387,30.0,30.1,30.7,0.06311,0.01733,0.18936,451.0,242.0,2168.5
presto_pairseq,1734,333,161,1327,7.6,7.7,7.7,0.00563,0.00274,0.02217,595.7,297.0,2339.5
presto_parseheaders,3988,43,20,145,7.6,7.7,7.7,0.00073,0.00034,0.00245,66.4,24.0,271.0
presto_parselog,8174,59,27,187,7.6,7.7,7.7,0.00100,0.00046,0.00315,353.1,178.0,1441.0
presto_partition,775,47,23,129,7.6,7.7,7.7,0.00079,0.00039,0.00220,54.9,25.0,214.5
prestor_abseq3,766,495,142,879,7.6,7.7,7.7,0.00842,0.00240,0.01496,254.7,138.0,1201.0
pretext_map,217,1204,676,4799,6.9,7.7,7.7,0.01946,0.01088,0.08121,8298.5,314.0,41300.0
pretext_snapshot,153,50,16,178,6.8,7.7,7.7,0.00082,0.00026,0.00269,40.9,6.0,179.4
prinseq,3660,911,95,4889,7.3,7.7,7.7,0.01470,0.00157,0.07318,1514.0,201.5,8006.0
profilegenerator,5,8,9,11,5.2,3.8,7.7,0.00012,0.00014,0.00015,1.0,1.0,1.0
progressivemauve,1049,2797,123,14671,7.4,7.7,7.7,0.04709,0.00208,0.24822,36.0,13.0,114.6
prokka,144827,353,198,862,29.8,30.7,30.7,0.03333,0.01830,0.09133,4.8,4.0,7.0
purge_dups,394,70,15,235,9.2,7.7,31.1,0.00178,0.00026,0.00400,1170.5,12.0,4922.0
pycoqc,496,83,47,176,7.3,7.7,7.7,0.00135,0.00080,0.00284,156.7,76.0,668.7
pyega3,2,45,45,76,3.3,3.3,3.8,0.00051,0.00051,0.00084,1.0,1.0,1.0
pygenometracks,3874,115,27,276,7.5,7.7,7.7,0.00194,0.00046,0.00468,1764.8,798.0,4670.0
qual_stats_boxplot,5,10,10,13,7.7,7.7,7.7,0.00016,0.00017,0.00023,1.0,1.0,1.0
qualimap_bamqc,44535,83,30,240,34.7,30.7,46.1,0.00732,0.00282,0.02035,342.0,50.0,1333.6
qualimap_counts,79,56,29,211,7.4,7.7,7.7,0.00094,0.00049,0.00359,1.2,1.0,2.0
qualimap_multi_bamqc,202,36,23,113,7.3,7.7,7.7,0.00059,0.00039,0.00145,2.2,1.0,3.0
qualimap_rnaseq,4426,585,361,1829,7.9,7.7,7.7,0.01010,0.00621,0.03161,3319.5,2759.5,7681.0
quast,20442,271,21,540,28.8,30.7,30.7,0.02551,0.00185,0.05182,259.7,9.0,665.9
query_tabular,767,1948,14,1086,7.1,7.7,7.7,0.03314,0.00022,0.01848,1566.3,2.0,2673.5
raceid_clustering,317,577,234,2619,7.6,7.7,7.7,0.00979,0.00398,0.04457,8.5,5.0,26.2
raceid_filtnormconf,390,183,101,601,7.5,7.7,7.7,0.00311,0.00172,0.01024,53.1,30.0,177.0
raceid_inspectclusters,337,54,19,178,7.6,7.7,7.7,0.00090,0.00032,0.00301,18.1,6.0,85.2
raceid_inspecttrajectory,57,110,39,379,6.9,7.7,7.7,0.00179,0.00058,0.00596,37.6,7.0,193.0
raceid_trajectory,39,112,41,429,6.8,7.7,7.7,0.00176,0.00061,0.00730,31.8,6.0,177.0
racon,2027,111,22,465,31.4,30.7,36.9,0.01149,0.00226,0.04930,699.9,46.0,2795.6
ramclustr,10,122,86,254,6.2,7.7,7.7,0.00178,0.00128,0.00364,10.5,5.0,37.7
random_lines1,1085,1697,12,323,6.3,7.7,7.7,0.02852,0.00019,0.00486,838.2,36.0,3998.8
rapidnj,457,88,8,140,29.0,30.7,30.7,0.00730,0.00070,0.00820,7.2,1.0,25.2
raxml,249,5357,91,41537,15.3,7.7,44.2,0.19940,0.00293,0.94704,20.4,1.0,80.0
rbc_mafft,41229,1044,7,1874,30.3,30.7,30.7,0.09650,0.00061,0.16935,11.0,1.0,6.0
rbc_mafft_add,355,1208,86,876,7.8,7.7,7.7,0.02064,0.00146,0.01505,13.9,1.0,10.3
rbc_mirdeep2,701,4766,3446,12952,7.5,7.7,7.7,0.08033,0.05833,0.22044,2317.6,2316.0,2435.0
rbc_mirdeep2_mapper,13560,3398,291,14999,8.3,7.7,7.7,0.05933,0.00558,0.25597,2010.4,1096.0,6513.0
rbc_mirdeep2_quantifier,10355,1450,729,3586,7.6,7.7,7.7,0.02420,0.01231,0.06068,107.5,23.0,577.0
rbc_splitfasta,1599,251,16,460,7.6,7.7,7.7,0.00426,0.00027,0.00784,503.1,6.0,2653.0
rcve1,2,10,10,12,3.3,3.3,3.8,0.00012,0.00012,0.00013,1.0,1.0,1.0
rdconf,93,47,29,141,7.5,7.7,7.7,0.00080,0.00046,0.00241,1.0,1.0,1.0
rdock_rbcavity,26,31,20,102,7.2,7.7,7.7,0.00051,0.00028,0.00174,1.5,1.0,2.8
rdock_rbdock,72,92,36,226,7.3,7.7,7.7,0.00155,0.00060,0.00385,2.0,2.0,2.0
rdock_sort_filter,8,10,10,12,4.8,3.8,7.7,0.00013,0.00014,0.00016,1.0,1.0,1.0
react_cal_pipeline,15,28,12,92,7.7,7.7,7.7,0.00047,0.00020,0.00157,1.0,1.0,1.0
read2mut,15,5910,5963,16373,10.3,8.2,15.4,0.12478,0.10149,0.43283,44.2,46.0,103.3
read_it_and_keep,2,20,20,24,7.7,7.7,7.7,0.00034,0.00034,0.00040,9.5,9.5,16.3
red,145,337,117,1968,6.0,7.7,7.7,0.00540,0.00155,0.03210,85.2,36.0,387.0
regex1,6604,52,11,128,7.6,7.7,7.7,0.00088,0.00019,0.00218,184.4,1.0,150.4
regexcolumn1,4490,270,16,1541,7.5,7.7,7.7,0.00458,0.00027,0.02623,662.9,8.0,4421.0
remove beginning1,23192,23,11,72,6.8,7.7,7.7,0.00035,0.00017,0.00112,75.9,1.0,71.0
repeatmasker_wrapper,3279,9056,1293,43147,30.5,30.7,30.7,0.87494,0.12317,4.12103,27874.7,174.0,163018.0
repeatmodeler,145,34484,29900,94676,9.9,7.7,22.1,0.75531,0.56779,1.83334,32.5,31.0,66.4
replace_column_with_key_value_file,30383,12,10,21,7.6,7.7,7.7,0.00020,0.00017,0.00036,6.4,1.0,1.0
repmatch_gff3,2,58,58,93,3.8,3.8,3.8,0.00071,0.00071,0.00114,1.0,1.0,1.0
resize_coordinate_window,25,13,13,23,7.0,7.7,7.7,0.00022,0.00020,0.00038,11.3,1.0,73.0
revertr2orientationinbam,269,1155,1071,2056,6.3,7.7,7.7,0.01732,0.01665,0.02657,2321.1,2248.0,4064.0
rgcca,14,70,42,209,6.0,7.7,7.7,0.00106,0.00066,0.00307,4.9,1.0,16.7
rgrnastar,124843,4260,1377,18089,47.9,60.1,60.2,0.91081,0.21435,4.33624,3675.5,2671.0,10487.9
rgweblogo3,4274,71,25,161,7.5,7.7,7.7,0.00119,0.00041,0.00266,14.3,1.0,53.0
riassigner,11,281,50,1327,5.4,7.7,7.7,0.00352,0.00070,0.01630,1.0,1.0,1.0
rna_star,124843,4260,1377,18089,47.9,60.1,60.2,0.91081,0.21435,4.33624,3675.5,2671.0,10487.9
rna_starsolo,961,9031,3341,40974,52.9,60.1,60.2,2.09094,0.73406,10.04303,27819.3,14789.0,92356.0
rnaspades,2896,6434,3234,23434,31.2,30.7,30.7,0.65661,0.31431,2.33906,5137.2,1558.0,21446.5
roary,4749,4522,1093,21085,32.0,30.7,64.0,0.46106,0.10383,2.09621,157.7,45.0,627.4
rseqc_bam2wig,1178,493,45,2931,15.9,15.4,20.5,0.01518,0.00132,0.09561,609.3,104.0,2920.1
rseqc_bam_stat,6000,162,58,616,7.3,7.7,7.7,0.00267,0.00097,0.01006,1044.6,194.0,4716.2
rseqc_clipping_profile,28,179,55,912,7.0,7.7,7.7,0.00303,0.00094,0.01553,935.5,37.5,6048.0
rseqc_deletion_profile,61,25,12,30,7.5,7.7,7.7,0.00043,0.00019,0.00051,136.5,2.0,133.0
rseqc_fpkm_count,1013,1657,1166,5062,7.5,7.7,7.7,0.02794,0.01969,0.08616,2816.5,2246.0,7204.8
rseqc_genebody_coverage,7755,9103,2689,36772,7.6,7.7,7.7,0.15488,0.04554,0.62585,1325.8,477.0,5317.9
rseqc_genebody_coverage2,1404,8462,6891,23693,7.7,7.8,7.8,0.14402,0.11728,0.40325,51.2,57.0,60.0
rseqc_infer_experiment,22105,52,17,200,7.3,7.7,7.7,0.00083,0.00027,0.00323,1873.3,1320.0,5864.8
rseqc_inner_distance,360,101,61,325,6.2,7.7,7.7,0.00150,0.00102,0.00463,2455.2,2246.0,5841.5
rseqc_insertion_profile,32,157,60,463,7.3,7.6,7.7,0.00266,0.00103,0.00787,908.8,17.0,2928.3
rseqc_junction_annotation,3418,210,25,879,3.6,2.8,7.7,0.00288,0.00028,0.01289,516.9,42.0,2674.0
rseqc_junction_saturation,501,426,341,1201,6.5,7.7,7.7,0.00639,0.00514,0.01774,2060.8,1560.0,4797.0
rseqc_mismatch_profile,165,78,17,390,7.6,7.7,7.7,0.00133,0.00029,0.00664,703.3,19.0,4853.6
rseqc_read_distribution,11852,552,301,1773,7.7,7.7,7.8,0.00939,0.00511,0.03009,1434.9,739.0,5600.9
rseqc_read_duplication,901,436,271,1338,15.3,15.4,15.4,0.01149,0.00716,0.03468,2021.3,1459.0,4887.0
rseqc_read_gc,208,95,15,435,7.5,7.7,7.7,0.00162,0.00026,0.00741,809.5,4.0,3860.3
rseqc_read_hexamer,31,624,16,521,6.5,7.7,7.7,0.01060,0.00020,0.00887,338.2,1.0,761.0
rseqc_read_nvc,9,336,19,1544,6.6,7.7,7.7,0.00570,0.00032,0.02627,297.7,6.0,1459.4
rseqc_read_quality,88,700,94,4304,7.5,7.7,7.7,0.01186,0.00159,0.07326,718.6,73.0,3886.9
rseqc_rna_fragment_size,11,536,14,2874,6.4,7.7,7.7,0.00910,0.00022,0.04893,209.4,1.0,1135.5
rseqc_rpkm_saturation,165,1803,1658,3878,15.4,15.4,15.4,0.04768,0.04383,0.10251,2418.6,2442.0,5946.8
rseqc_tin,1048,8995,7598,26942,7.6,7.7,7.7,0.15167,0.12885,0.45692,1098.5,788.5,3022.9
ruvseq,1071,221,140,557,7.6,7.7,7.7,0.00374,0.00238,0.00935,14.9,6.0,46.0
rxdock_rbcavity,118,62,22,125,7.5,7.7,7.7,0.00104,0.00037,0.00167,1.2,1.0,2.0
rxdock_rbdock,4038,4221,4374,8409,4.7,2.8,7.7,0.05466,0.04875,0.13398,3.6,4.0,4.0
rxdock_sort_filter,4,19,15,31,7.7,7.7,7.7,0.00032,0.00026,0.00053,12.3,13.5,21.0
sailfish,3794,481,353,1428,31.8,30.7,30.7,0.04598,0.03335,0.13357,3070.2,1965.0,8940.4
salmon,38557,1046,482,4154,31.8,30.7,30.7,0.10088,0.04561,0.40057,4153.6,2854.0,12030.2
salsa,903,563,144,582,7.7,7.7,7.7,0.00959,0.00245,0.00991,645.2,103.0,433.0
sam2interval,926,111,33,472,7.2,7.7,7.7,0.00185,0.00056,0.00702,1700.4,343.0,9861.0
sam_bw_filter,1011,160,45,730,7.5,7.7,7.7,0.00268,0.00077,0.01228,5131.0,635.0,26247.0
sam_dump,1223,8820,1908,43970,7.7,7.7,7.7,0.15724,0.03283,0.78052,396.8,1.0,679.3
sam_pileup,4539,1253,149,2873,7.6,7.7,7.7,0.02130,0.00254,0.04889,1268.7,66.0,7279.4
sam_to_bam,3320,181,30,664,29.1,30.1,30.7,0.01730,0.00256,0.05756,4342.5,586.5,23007.3
sample_seqs,306,383,182,1492,6.4,7.7,7.7,0.00569,0.00277,0.01989,8149.2,3547.0,30022.3
samtool_filter2,34338,201,85,695,7.8,7.7,7.7,0.00345,0.00146,0.01196,1642.3,658.0,4986.3
samtools_ampliconclip,284,38,28,88,7.7,7.7,7.7,0.00065,0.00048,0.00150,37.6,40.0,71.0
samtools_bedcov,2806,1079,38,1963,7.5,7.7,7.7,0.01835,0.00065,0.03342,6081.5,1458.0,26924.0
samtools_calmd,2551,349,59,1392,7.4,7.7,7.7,0.00575,0.00099,0.02296,922.0,37.0,4550.0
samtools_depth,6419,239,15,546,7.5,7.7,7.7,0.00399,0.00026,0.00923,6068.2,208.0,25246.3
samtools_fastx,9494,696,45,3300,7.5,7.7,7.7,0.01164,0.00077,0.05595,1134.0,82.0,5107.9
samtools_fixmate,1340,233,188,655,8.1,7.7,14.3,0.00413,0.00324,0.01159,525.7,528.5,1168.2
samtools_flagstat,31626,49,20,150,7.4,7.7,7.7,0.00082,0.00033,0.00248,1147.7,297.0,4384.0
samtools_idxstats,42178,31,10,75,7.0,7.7,7.7,0.00048,0.00015,0.00116,911.1,38.0,4362.6
samtools_markdup,1766,152,52,542,7.6,7.7,7.7,0.00257,0.00089,0.00917,762.7,232.0,2826.0
samtools_merge,9279,950,434,2937,7.5,7.7,7.7,0.01580,0.00725,0.04872,6655.7,3376.0,18165.0
samtools_mpileup,12465,3568,135,19292,7.9,7.7,7.7,0.06170,0.00235,0.32854,3900.9,528.0,22141.0
samtools_phase,344,363,23,1042,7.4,7.7,7.7,0.00608,0.00038,0.01773,675.9,25.0,3931.8
samtools_reheader,587,78,15,294,7.6,7.7,7.7,0.00131,0.00026,0.00485,2042.4,79.0,12486.0
samtools_rmdup,25506,1093,291,3220,7.7,7.7,7.8,0.01861,0.00495,0.05480,2740.3,882.0,7755.5
samtools_slice_bam,5520,60,21,239,30.2,30.7,30.7,0.00575,0.00195,0.02226,8204.8,285.5,53661.3
samtools_sort,21058,282,65,872,29.5,30.7,30.7,0.02949,0.00599,0.08341,2043.8,834.0,8505.0
samtools_split,961,473,116,2075,7.6,7.7,7.7,0.00802,0.00196,0.03446,2451.2,484.0,11340.0
samtools_stats,88828,55,18,198,7.5,7.7,7.7,0.00092,0.00031,0.00330,380.7,44.0,1698.0
samtools_view,83527,118,23,305,7.5,7.7,7.7,0.00198,0.00037,0.00507,777.4,75.0,3576.0
sarscov2formatter,13,360,179,1248,7.3,7.7,7.7,0.00609,0.00305,0.02124,15.8,1.0,66.0
sarscov2summary,1,18,18,18,3.8,3.8,3.8,0.00022,0.00022,0.00022,1.0,1.0,1.0
scanpy_cluster_reduce_dimension,2160,130,55,350,7.9,7.7,7.7,0.00230,0.00097,0.00604,403.7,135.0,1609.0
scanpy_compute_graph,209,249,71,491,7.1,7.7,7.7,0.00416,0.00117,0.00801,102.4,54.0,324.6
scanpy_filter,2991,129,40,392,7.7,7.7,7.7,0.00235,0.00068,0.00693,218.0,95.0,882.0
scanpy_filter_cells,348,78,36,297,7.2,7.7,7.7,0.00125,0.00060,0.00505,69.9,32.0,293.0
scanpy_filter_genes,190,225,35,415,7.1,7.7,7.7,0.00293,0.00058,0.00705,82.4,23.0,407.1
